 Procedimentos hospitalares do SUS - por local de internação - São Paulo
Valor total por Município e Ano/mês processamento
Período:Jan/2008-Mar/2021
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"351640 Franco da Rocha";412455,70;478284,51;519319,83;479645,57;514842,60;546889,03;491941,43;463899,03;466278,58;479845,71;327293,73;537337,99;517879,77;594536,70;558792,76;557124,87;622433,98;593482,76;636218,18;561540,66;615983,21;606167,16;539945,46;591806,50;727285,00;587757,07;624746,38;619587,04;604758,57;676357,27;569705,69;589009,20;546652,58;659728,80;633649,75;530049,88;496285,03;565147,59;573250,35;521066,97;498559,99;473089,80;472563,04;467848,42;473256,95;471213,57;399029,69;399866,42;377685,81;438992,04;487342,54;497642,63;486541,82;475391,50;438398,27;476701,27;566876,11;534426,76;501072,55;438371,00;477517,52;452985,45;451733,48;459887,19;564297,59;469661,35;565219,26;509211,29;690135,98;734794,95;554087,30;467091,57;572774,46;785868,02;632043,20;614283,48;724763,14;706951,62;628671,89;528971,70;629406,39;648424,19;720512,45;578322,69;551122,06;697655,35;473094,33;451526,43;761813,70;452443,07;503135,49;460997,97;481146,27;469505,51;268015,01;477118,70;391640,56;655113,99;351424,90;639121,44;602350,56;663933,66;487599,19;603595,43;530054,41;684727,93;619351,63;645667,62;554734,63;650735,48;705309,54;658151,28;557402,79;415953,27;609596,33;868858,94;790415,33;695787,65;806175,25;612180,68;695198,50;712374,59;756997,68;708335,86;511884,57;689502,85;771561,38;833818,99;780848,80;803848,85;727397,71;694005,65;696438,81;734386,10;613385,10;692342,76;661980,06;666279,36;749172,77;737888,34;584881,41;650228,60;693467,63;751639,03;770361,66;731373,89;617502,40;554247,39;668793,35;885876,70;834460,12;824141,32;673815,79;877567,98;684220,05;545302,06;590450,21;651305,01;567761,42;94023970,36
"351660 Gália";8083,05;9794,72;9537,48;7259,34;10086,05;9827,13;11024,90;16515,52;10625,85;14824,98;8421,41;3674,07;5921,34;4999,44;10018,43;7814,93;7302,70;8806,03;5079,42;12593,19;11006,12;12260,62;13711,30;6445,61;6185,22;8911,54;4842,91;3008,41;6718,24;8748,77;7163,07;7377,74;3857,69;13195,53;4897,63;3962,82;6101,18;6051,46;11365,56;10089,45;7625,02;12529,87;15297,13;8628,34;18814,90;9661,18;10590,40;10236,77;13074,35;7199,18;10009,13;6392,63;6132,37;8051,01;8598,05;10860,63;5942,76;9785,38;4743,78;7756,82;4741,97;6973,33;7957,96;11685,76;18929,00;6924,49;8363,72;14518,39;7085,64;10418,43;4855,63;15260,06;9591,51;10033,49;8839,02;13956,11;8528,08;8583,93;9880,84;12988,34;8202,20;8966,57;8175,31;14091,96;4249,52;9669,60;6866,67;7868,46;745,04;3536,99;9386,19;5470,42;7126,61;3202,42;8285,20;4396,87;2427,44;3314,83;5490,43;4386,11;2402,93;4426,07;5520,99;4385,58;1558,81;1964,61;2897,62;2539,06;2996,19;2804,77;3342,61;1570,60;4473,89;-;4467,99;2636,74;4144,00;4515,86;3235,43;670,78;-;2356,63;4060,28;3584,86;5016,94;4105,54;4048,92;5096,86;1274,08;1521,44;3165,48;4013,13;5654,96;3695,50;1470,85;5962,86;3097,50;906,13;2686,90;3950,94;1005,86;660,29;4741,14;2981,65;642,20;1629,98;4202,75;-;3638,56;1996,85;1924,45;7667,03;1180,42;4521,30;2987,13;1786,95;3073,55;6476,42;5472,49;1038828,44
"351670 Garça";340343,75;352048,13;386747,62;371518,34;389786,94;388662,68;399022,04;388016,60;376919,97;380630,10;375375,78;412480,49;387329,59;341168,04;383642,00;456417,98;417005,89;389983,69;406333,55;388832,45;379804,61;368378,50;414490,75;416893,05;412706,92;415303,47;426641,35;419357,56;423875,70;417041,03;419976,87;411784,54;418052,23;381270,80;407741,22;416576,12;408201,06;405461,64;388498,32;418469,25;440302,06;425376,73;403528,18;411834,94;416039,81;405607,45;386932,59;398713,36;386921,05;383026,36;416913,24;384364,73;398820,25;422686,08;423232,78;411852,65;395737,37;385617,58;387934,29;388670,31;359519,16;379860,47;393224,39;406300,04;400966,66;383099,58;370670,25;389804,80;367608,27;378676,12;361520,39;380886,09;365560,33;293963,03;374767,88;356213,34;383435,44;365939,16;367390,27;379046,09;378702,94;385143,26;362377,01;373120,95;381988,51;354617,38;392151,55;401067,63;382875,33;362227,19;366213,07;353669,88;359959,83;328795,45;302616,93;298025,46;366200,49;268546,35;369759,41;364551,32;355356,37;330841,36;334861,66;341238,22;336610,85;349646,74;308308,36;319038,82;298888,20;294688,45;311843,69;301871,43;319544,66;336528,94;316134,94;311429,54;295373,38;338458,14;357760,16;365501,70;348414,72;277204,18;326905,68;367255,08;374228,07;376587,62;427335,79;434508,00;420815,08;466980,25;456178,59;399699,05;407512,76;385775,14;393294,91;398258,29;455998,17;412683,39;413283,42;401902,49;460128,11;372813,35;237672,31;277770,26;348351,31;365922,49;361972,58;307844,54;325013,08;345565,71;402180,62;368725,16;373560,40;327338,70;286961,07;336735,57;349567,10;316846,10;427653,11;59649331,99
"351690 General Salgado";22254,03;22423,45;22935,61;21932,99;23533,00;19625,44;22548,48;23468,64;23467,29;22612,03;22270,36;21490,69;21047,84;17849,68;22599,08;21442,65;27347,09;28631,48;27956,02;28085,79;25861,27;27776,75;26906,08;24910,69;19378,15;19174,83;28266,81;16886,57;25054,52;24693,44;19895,88;20753,95;23654,03;25429,02;22734,99;16091,22;19313,56;26729,52;24002,29;22449,03;17435,97;22869,51;22241,52;18159,20;18716,64;22885,10;13972,26;18575,73;20772,31;19603,85;18606,91;27575,37;23262,31;31214,34;27197,50;24559,00;22921,60;28369,09;19055,13;19177,54;19103,34;21919,49;26271,58;23760,25;28136,60;22983,34;30153,90;34321,87;31827,33;21252,87;24573,76;24271,34;25377,40;19463,79;18907,22;21581,25;20200,86;17484,33;20745,94;13491,81;21898,94;22729,73;24810,24;18219,91;16132,99;11810,78;18941,09;21204,37;20174,92;20350,91;20837,43;24908,33;19294,10;22727,05;19532,13;15375,99;15143,21;27009,48;24799,45;28257,73;20756,43;18306,87;21884,98;18476,20;13675,63;18901,86;16115,02;17412,47;1715,07;16105,13;21698,14;20835,00;1981,33;15646,63;26599,41;18975,37;15076,63;19101,10;17175,67;13825,41;19384,42;18048,63;25586,28;19925,03;17885,85;18147,07;17872,16;17878,85;23233,99;14040,60;13822,16;20765,23;15925,16;12515,27;18224,50;19946,35;16136,80;19893,93;19818,78;18234,31;15776,72;12103,98;18912,14;24545,80;15763,10;20190,74;14323,24;14055,77;13054,24;7657,53;10309,93;6409,49;14043,19;14019,95;11471,72;11290,12;7661,53;4527,44;21107,53;3199416,05
"351700 Getulina";7784,36;9978,17;7950,84;10765,30;10471,06;7873,40;10434,76;8900,93;8531,34;10385,39;9337,42;7878,24;139,42;7553,26;8668,90;4791,91;7701,09;7299,95;5189,60;5443,27;4229,45;10292,75;8871,62;10319,85;8957,93;6830,41;6879,78;5724,81;8343,18;9501,54;8959,90;8623,42;10565,17;10643,87;10648,92;9551,97;9991,83;10032,05;8274,11;10308,02;9386,32;5742,29;4922,04;6860,77;7057,38;4814,00;4828,24;7067,12;6398,86;4116,59;6167,03;5679,60;3197,02;5104,42;5094,18;2854,38;6222,87;3076,37;3601,35;1507,23;2202,06;3920,94;1656,17;1894,84;2879,12;4343,59;3425,33;8002,85;4093,47;5266,58;5523,20;2011,20;4988,86;6153,58;5494,46;4624,88;3183,03;3713,23;7470,80;7909,52;9314,75;8295,34;3868,07;7946,50;4286,88;3851,84;3838,39;4317,35;3882,16;4829,18;2729,30;1309,95;2369,54;-;-;-;372,12;2084,10;1388,81;2060,58;2415,57;1776,33;1245,37;615,68;2509,87;4313,53;3011,86;1799,06;2228,04;1584,36;4106,66;3541,48;845,32;1073,42;1386,34;-;1644,70;2857,47;4076,94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;634861,82
"351740 Guaíra";94553,15;68181,90;65678,06;74819,56;86929,31;56615,08;70907,28;68933,46;85819,45;65941,34;60833,15;75047,25;72017,37;60587,63;80592,41;93584,41;97208,53;76920,35;75761,05;65718,03;59389,55;69859,41;75429,96;57272,40;57321,49;65780,57;73387,14;67319,18;54523,45;58635,21;86608,06;59957,30;97443,36;79057,49;71038,70;76410,38;62737,93;78097,36;78634,14;97089,97;68225,11;87006,30;71257,79;82499,29;63056,76;65273,98;69212,31;76081,92;59668,31;67808,27;60856,73;73569,97;94390,36;83296,78;56515,15;66260,73;60952,20;69811,48;77674,53;57365,51;40136,67;62197,72;57436,33;92212,45;75813,69;54114,83;57334,68;88431,95;52378,85;56630,37;75675,00;72679,20;57899,55;63944,79;67230,70;57487,91;66076,00;58949,15;72226,84;63490,82;65709,10;61952,87;62509,43;74353,15;32405,00;52071,03;65151,66;58212,93;54203,37;57635,20;63216,61;66944,66;68427,51;81622,63;55354,87;72909,53;73302,04;48779,17;82945,56;63017,20;66066,30;63256,94;56180,86;57812,46;66271,38;70076,92;65041,43;80066,39;45909,58;81260,96;85701,13;61040,81;65019,25;81897,32;70945,66;71714,56;73311,96;74861,89;59206,25;106890,35;52552,33;51523,90;64646,70;64824,96;62230,30;62149,10;69177,92;69538,98;57449,48;70430,49;54603,37;61508,80;62488,20;65380,01;75682,58;54840,31;98150,76;79263,32;83036,25;85785,27;55864,51;92085,31;73912,36;79688,93;72368,95;69760,44;86098,25;53657,79;47513,32;72134,38;71372,59;90751,16;91340,87;98493,73;49558,98;59951,64;54332,89;63632,63;97604,91;11014415,39
"351760 Guapiara";30913,89;16184,26;21402,87;25864,60;13161,37;22261,39;16812,89;15428,42;24724,59;17072,48;17893,86;19417,70;20543,82;17102,44;18342,21;24931,09;21513,35;8329,11;42338,52;26451,59;32575,16;44236,65;32627,87;24303,93;30100,40;31236,77;27218,50;22386,14;21341,73;12595,36;46018,60;16712,53;38735,16;26381,48;39750,21;36892,55;23445,25;15811,91;21713,45;54062,79;19519,10;44746,87;36932,58;26655,84;25260,11;10688,55;30451,39;-;24766,03;18680,91;21821,79;20086,28;11634,15;18565,37;23797,47;22338,51;17275,41;20123,15;18539,91;7741,80;9721,64;12357,56;14511,40;7016,84;2322,12;3298,22;20454,98;21701,64;8184,68;8902,13;9119,14;6905,21;25589,35;14300,00;3513,94;15132,15;18148,87;14730,44;15284,36;25136,51;32098,76;14211,60;9968,48;19498,25;21396,36;18539,65;5444,35;6760,32;8667,56;6129,69;24776,42;10784,22;16348,61;6679,07;12218,13;12626,48;7788,69;13494,37;16991,75;15729,57;12705,70;17988,41;26299,16;19671,34;11532,90;11804,38;5388,50;18247,45;26805,88;28772,48;13393,62;27836,66;22646,67;30187,69;24593,37;20777,15;35338,80;32730,75;26985,54;22304,21;45291,13;22262,90;23093,30;13056,35;22806,34;26347,54;12159,00;40380,43;21081,31;18763,13;11563,49;41203,59;16727,34;19605,08;12674,29;24479,13;39491,37;39590,52;43746,10;39159,82;28190,86;42724,92;44251,51;29245,28;45153,01;20112,31;20793,34;47462,61;23097,48;17415,98;21413,25;27108,64;29474,62;22636,47;18127,64;15189,76;27882,12;30309,33;59378,03;3514405,60
"351770 Guará";27132,41;13659,57;25086,43;27916,36;40782,87;20175,41;27422,67;42449,09;20260,29;21893,64;21468,39;27427,12;20568,21;25515,78;23494,30;28546,37;27591,32;30239,04;24431,33;31992,59;24675,04;37657,01;23877,24;32327,35;15953,50;21196,12;25816,54;22592,40;22679,11;29430,94;18343,78;12321,42;21106,31;18749,33;19321,50;17571,84;25902,11;31478,98;22997,18;20625,13;12321,83;7038,44;22479,21;19984,47;20202,82;20673,19;12002,28;18395,78;1154,87;8253,04;21022,43;11312,72;14933,40;7232,10;6021,93;18189,24;7550,09;-;-;-;10381,48;-;-;-;-;-;15598,49;8614,55;12683,93;7112,55;17474,21;11036,83;15610,15;14084,61;20467,18;16510,55;13124,36;19892,33;11200,91;10864,07;12494,77;15622,98;15997,79;18795,10;14282,06;10609,03;8624,19;18581,05;10313,23;8230,80;14940,25;12107,35;9939,02;12351,81;15973,65;24532,28;8797,93;8401,39;7497,48;5943,26;8715,58;8780,62;8075,53;9034,93;14108,47;6999,04;12426,84;9006,94;7056,00;10783,28;11558,72;13836,86;14634,80;13381,78;21799,22;8554,64;8520,46;15484,30;12829,76;4288,70;5057,58;6563,92;5887,98;1640,51;13438,48;15901,65;20699,56;8448,26;10274,71;16952,18;13623,84;6645,03;10071,68;11135,41;11751,19;22654,15;18042,47;16084,78;22379,56;27299,04;19164,88;11066,27;8885,11;11948,52;13627,24;15975,48;10097,85;20110,26;15567,45;26048,85;22485,80;29475,32;26718,61;26681,97;28578,88;28692,46;20397,27;35519,05;-;2535605,20
"351780 Guaraçaí";9536,55;12065,01;8674,85;15423,55;11913,46;11367,48;11258,02;8834,78;10458,96;9579,03;13010,58;10708,45;8126,70;11981,52;10495,85;14323,75;8823,99;14597,17;14041,57;14127,93;8093,65;11012,35;9533,67;12499,14;9736,00;14601,82;10270,52;13908,95;14470,91;11538,80;13514,28;15240,69;13922,77;9585,69;8087,39;17031,08;20865,65;12136,54;13125,26;12267,34;14374,48;10966,07;13469,64;11000,86;12876,92;15920,06;8870,02;10026,02;8117,41;9073,30;10685,09;11000,96;14015,34;10278,95;13454,97;9397,20;13588,67;13350,10;8165,98;10734,28;10772,34;8357,95;12937,55;9738,10;7088,16;18032,90;10555,77;12606,07;15825,59;11646,77;8697,65;15301,46;5773,87;9696,36;8867,74;12515,68;16641,25;7460,57;11222,36;25244,39;10746,46;13224,63;9871,52;2709,33;7605,09;9343,95;9521,96;3664,85;9192,02;15059,48;8154,96;10135,36;9584,78;9581,86;8577,99;8954,11;7732,14;11168,48;8087,98;7520,28;10729,69;8247,09;10239,65;10102,42;7095,20;5305,12;7841,48;4318,85;4757,61;5777,29;5400,66;7018,66;7938,39;13224,96;14640,23;9159,49;4364,30;671,12;3370,62;5385,37;24482,91;12064,80;8371,57;7744,29;10176,11;7551,36;9636,73;10361,76;5936,20;11595,53;10083,68;8293,13;7896,35;4409,12;9396,96;10935,38;13036,40;10077,66;8512,16;7229,96;7669,08;10736,41;8730,03;6390,11;6057,64;3126,67;5860,81;6898,85;6954,49;6777,91;7058,11;3722,57;5428,67;6820,82;7936,69;6590,53;6494,32;4412,79;3711,52;1594336,06
"351820 Guararapes";23245,48;51512,71;33235,51;10025,06;131960,21;51076,67;53360,17;77171,69;43850,08;67754,11;68662,49;75831,50;74354,06;70018,00;61894,82;80224,62;80943,38;67785,40;62050,41;73981,48;57585,01;58610,30;59662,68;61240,12;58221,59;59970,88;71733,44;85585,58;68780,20;86508,01;70078,78;87251,40;78936,21;74887,54;66735,35;82343,76;56619,44;56442,27;61292,57;64336,14;77060,86;71447,76;77025,44;71135,27;71458,80;62006,32;63974,29;69314,74;40923,32;58067,19;73434,55;61475,59;69395,52;64726,20;68237,06;69957,11;61978,11;81859,36;57930,46;59434,79;54511,48;48784,30;61939,29;61492,83;73524,11;66648,92;47523,61;88361,83;80112,49;68606,82;65947,42;58260,73;53659,29;56786,47;58426,35;83461,74;76331,45;53251,44;77530,79;98171,75;65548,55;66672,23;72524,88;71841,75;60192,77;43497,64;83127,09;59351,27;62135,67;58514,10;72389,07;45592,33;62612,20;101949,74;66537,91;69609,14;12744,93;51252,42;53551,01;62831,50;66204,16;92354,45;81685,13;75467,46;60024,54;37295,75;78952,53;81499,80;49279,16;34233,28;59574,17;74325,02;80721,43;77264,73;61880,03;66377,19;49451,26;51346,31;54274,35;66577,09;57766,50;49323,57;67479,42;54318,39;43818,23;64177,07;32327,69;61234,81;53946,31;57755,99;61512,41;31194,18;64960,94;50011,94;56109,59;52525,16;70862,76;75403,17;79559,59;63564,28;64125,56;64494,99;63332,07;47780,03;63903,81;58984,15;43213,98;56178,73;56544,52;59803,15;55889,77;63518,75;57249,70;62269,10;72220,15;56177,76;49328,13;77200,66;110726,94;10161992,96
"351830 Guararema";5161,10;-;44845,23;19042,56;40512,95;7878,67;83313,32;73620,60;48471,07;63464,91;36089,40;60402,18;48411,55;37978,29;48522,23;48974,91;54520,50;33503,04;48122,85;44614,84;52495,70;45412,34;42829,59;41339,01;55471,32;43346,71;38665,85;42948,40;42884,16;52063,12;53599,85;57125,60;40336,79;51926,29;49721,87;44257,40;46108,46;32226,23;26907,86;69321,48;47287,81;44327,27;50299,80;44751,80;25218,94;28209,10;72626,61;10603,43;52166,54;89373,45;49568,09;50510,70;49605,74;62979,38;65607,65;44642,46;43692,86;61696,58;54648,73;42122,93;46733,87;48268,31;48728,19;56394,43;52426,88;63713,59;51747,03;46429,10;49861,95;51969,15;52611,96;41760,63;49023,09;39912,78;41453,10;49194,90;60032,85;61193,98;56460,85;45128,90;48471,90;45122,63;42026,76;47995,01;36320,84;47286,49;46712,00;40244,05;56598,34;54586,51;38903,23;42218,81;39202,91;36139,04;39867,50;24342,16;49308,51;36033,03;40314,66;49765,44;45470,30;50169,35;50351,38;47595,44;41734,15;34003,87;37399,47;39945,50;36012,27;36413,58;51390,34;35610,26;39510,56;49854,70;39785,24;43070,37;47746,93;35695,54;37862,92;38448,94;42177,05;34009,82;48701,55;38919,02;50112,63;50329,92;47497,12;48973,02;52476,46;47177,75;38517,64;38286,56;37060,75;40217,36;36960,72;54158,44;47171,74;50830,82;59502,63;59695,72;51624,62;58667,77;41639,83;44947,67;42823,84;35581,29;41202,00;43548,54;64041,15;129005,14;72917,86;72647,50;54826,31;45940,10;46360,23;67334,11;84627,93;76109,09;101628,83;7577205,10
"351840 Guaratinguetá";585059,66;681052,22;718011,94;661037,20;553743,87;632579,52;641279,22;630647,27;671836,01;687688,46;653151,45;656988,77;931455,92;739757,45;731354,84;718947,13;692214,52;657511,60;749884,30;718573,27;727449,97;728899,40;670595,42;700102,22;728618,59;1285145,84;851211,90;789944,10;777258,10;683994,81;664238,99;681615,46;774761,54;710430,69;723842,33;730292,80;725994,18;644354,32;722601,63;624528,96;882148,68;751480,64;631909,25;746828,31;629235,70;644168,04;664665,18;733972,99;643731,96;610393,44;712846,36;687289,70;744555,77;699412,17;707798,05;658356,91;650772,45;616321,03;568748,37;402670,72;747150,07;607529,58;581674,28;635961,21;651946,24;581620,91;548886,87;618115,81;639714,36;656990,95;720624,71;726408,56;625744,36;654496,84;575069,47;648182,16;696051,43;665033,53;721915,52;794443,37;670501,53;749299,02;700766,32;715691,31;771183,83;691231,70;753147,89;652875,90;1008185,58;890125,63;911699,92;1024162,71;1170785,31;1118996,71;912911,68;1006137,94;913659,36;959926,93;954754,46;892712,20;844009,73;678380,78;654894,89;628752,28;542143,67;542957,71;620086,34;668758,86;753672,78;743026,70;768043,18;769525,32;889329,19;868222,39;800175,88;947925,52;973609,93;875420,74;814955,48;719601,06;732228,98;708331,85;747054,28;825672,91;804469,16;830327,02;931511,22;831062,95;828774,50;697942,01;936159,90;929990,38;962163,20;866369,46;869333,23;913566,23;952926,55;928632,10;1009973,99;956185,89;804038,25;925603,22;934104,55;853915,35;836964,14;663822,04;808019,72;676755,88;746604,55;808071,84;909552,18;931834,27;822146,70;887753,26;906384,72;1006485,05;763209,32;1586898,42;1074189,02;121924798,47
"351860 Guariba";67587,46;85825,08;85604,82;90646,76;82995,78;68534,92;68478,70;93697,64;71902,59;76473,49;62975,02;80814,43;56425,44;91786,99;99985,72;98678,47;75433,91;79540,33;84327,29;84875,24;94243,56;82003,71;73349,13;68328,13;60844,87;66238,28;87878,05;71005,48;81987,01;68251,84;84023,45;82789,19;74800,01;68383,60;71667,83;77995,53;80648,82;85710,68;93482,68;103171,17;108034,47;114731,17;110595,74;105636,37;98063,03;108692,82;92061,65;83785,15;65610,73;63058,23;104666,82;74549,12;99204,85;74303,99;95638,91;97475,32;73771,69;76312,51;117379,21;82610,39;72952,33;93894,79;101217,37;130675,79;115960,49;112604,85;49721,99;111430,01;95363,17;56382,18;42565,38;22067,91;91807,50;59887,29;36512,72;121514,64;71813,93;54481,45;67499,14;76810,53;42117,93;56039,60;63557,64;38374,19;63207,83;59536,82;78115,65;54682,84;55245,69;54152,94;41558,94;57396,63;55760,06;57423,54;39183,25;52820,10;46426,99;50643,69;62371,16;52905,97;61566,09;73448,86;58907,54;53173,04;49084,85;56353,03;42529,07;50731,79;46720,20;57471,77;54898,78;57687,77;50288,40;67033,91;48911,57;40233,12;44015,86;45100,55;54403,24;57339,97;47541,66;55496,31;52840,40;64241,70;54073,51;62985,93;57497,11;61545,11;48195,19;61137,72;48306,02;50024,00;38690,38;33253,15;39853,14;45798,23;49751,85;28416,32;65016,11;67543,08;47634,15;49596,41;53167,16;53628,28;43101,33;54629,69;68721,35;40213,24;42586,99;45353,15;99167,53;57397,24;54139,69;55630,98;39853,18;33941,23;59832,82;66639,99;93019,70;10856620,63
"351870 Guarujá";636365,33;777688,75;874103,77;897129,98;839608,27;855163,69;876845,68;856903,53;742940,78;877514,33;819415,61;769123,88;947731,39;788989,09;925478,46;1110668,60;1024517,56;1072782,20;1039119,39;833886,03;840054,89;924486,27;794369,94;815983,93;883725,68;950797,82;936817,73;970921,24;1006124,09;1053252,94;950734,62;1146822,93;856486,60;826793,96;858032,98;853987,18;1082627,48;1009615,49;959965,80;1000416,16;953034,93;938875,33;986798,93;943473,60;960102,03;1060470,54;913953,67;977584,91;986354,58;914728,44;1192309,54;957674,21;1082010,15;1103356,06;902221,37;997568,45;972706,58;1007156,52;1001655,89;934469,80;988299,64;908312,19;1155072,34;1111878,00;1105897,32;1080681,32;1123975,95;1052974,68;1004041,39;1077272,22;851911,94;866442,87;836134,45;1155247,11;1146170,02;1102218,14;1158388,89;875742,10;870715,54;1087290,16;1166900,62;1112592,22;896055,87;1019316,70;996986,59;952666,49;1048686,30;1008168,18;992258,08;1027736,83;1107318,66;1108490,91;1178518,19;1140104,19;1005310,73;1041596,29;977940,24;1042168,46;1044767,35;940708,50;1150116,18;1101345,41;1095117,54;1118034,83;1102193,05;1145347,00;836077,76;1161392,36;1158954,72;1018066,89;1395864,65;1296997,75;1263552,23;1183796,88;1371343,75;1197337,58;1148723,67;1224893,44;1286088,78;1342657,70;1269824,25;1192746,62;1292750,82;1335201,51;1314902,59;1319413,02;1313198,29;1323794,97;1192264,56;1314579,36;1363951,82;1213958,49;1303621,53;1311862,94;1378861,31;1307714,94;1399914,76;1193060,19;1516829,83;1420809,25;1249080,96;1370410,30;1228326,19;1296328,89;1182451,32;1195205,64;1430688,94;1024638,03;1652262,92;1593379,69;1724060,67;1713342,20;1111415,54;1609642,89;1372088,69;1442493,51;1016783,34;1526587,94;1936115,16;173993923,29
"351880 Guarulhos";2637849,82;2997875,98;4161060,56;3888107,89;5007050,10;4403195,59;4214032,82;4935113,64;4926542,68;4714606,59;4310247,34;4885307,15;4132933,32;3716306,91;5171968,96;3748001,69;6560277,27;5173885,83;5357083,14;5266255,36;5375391,77;5684123,79;5006931,98;5305673,85;4926538,30;4652848,27;4949567,02;5416200,00;4941333,39;5184702,36;5348192,96;5486723,92;5011206,79;4840678,18;4927906,86;5018157,71;4934106,02;4855335,14;5423661,81;5156538,35;5319388,91;5022277,33;5916921,84;5122029,09;5055075,93;5111423,74;5483145,17;5019452,12;4279318,62;6108432,47;5441374,85;5555454,21;5902969,51;6077301,20;6045026,04;6059216,94;5630065,21;5893275,73;5143577,08;4954263,64;5352586,27;5085329,21;4946480,58;5976103,82;6363316,27;5308883,51;5797072,86;5814543,11;5491248,15;5768463,46;5404051,06;4750002,71;5607606,08;5211966,32;5585591,55;5574172,60;6026106,60;5554951,25;5956475,56;6247700,43;5643336,45;5777378,17;5462721,73;4571574,94;4613697,89;5831218,82;6043894,53;5347304,49;6081691,69;5537743,55;6225239,19;5807223,50;5810560,60;6208547,77;5618775,66;5486906,41;5616894,04;4953587,97;5540944,68;5227626,42;5761373,52;6293465,82;5995623,01;5887907,35;5405183,49;5374616,01;5629088,29;5707849,57;5539215,34;5094721,85;6448451,23;5879860,79;5625691,92;5456579,21;5240253,25;5254665,69;5143166,68;6282245,05;6036098,43;5753910,11;5794664,19;5964447,82;6125109,87;6474067,57;6017908,61;6193113,10;6116389,98;6083785,33;5431168,18;6344175,53;5692379,52;5509203,72;6102354,09;5291436,20;5461192,77;5718836,14;5939399,46;5926957,87;4808223,02;6191964,22;5552022,17;5911122,28;5544884,07;6277824,40;5858090,38;5582939,67;5495437,47;4993419,21;6041451,00;6617417,13;9466675,02;8009372,55;7555475,15;7298803,98;7079088,80;6689665,17;8166553,67;7794990,90;8661661,68;884616669,14
